pyweather_Zeitpunkt,pyweather_Temperatur,pyweather_Temperatur_felt,pyweather_rel_Luftfeuchtigkeit,pyweather_Himmelbeschreibung,pyweather_Windgeschwindigkeit,sense_hat_Zeitpunkt,sense_hat_Temperatur,sense_hat_Temperatur_hum,sense_hat_Temperatur_pres,sense_hat_Temperatur_cpu,sense_hat_Luftdruck,sense_hat_rel_Luftfeuchtigkeit
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:08:36,38.89,38.89,37.85,53.5,1023.02,27.16
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:09:36,38.93,38.93,37.8,53.5,1023.09,27.27
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:10:37,38.91,38.91,37.76,54.5,1023.07,27.47
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:11:37,38.73,38.73,37.61,55.0,1023.12,27.43
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:12:37,38.91,38.91,37.73,53.5,1023.14,27.42
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:13:37,38.89,38.89,37.75,53.0,1023.16,27.67
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:14:38,38.89,38.89,37.79,53.5,1023.12,27.43
2022-07-06_08:20:00,14,14,82,Teilweise sonnig,17,2022-07-06_09:15:38,38.8,38.8,37.67,54.0,1023.15,27.5
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:16:38,38.8,38.8,37.64,54.0,1023.19,27.81
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:17:38,38.78,38.78,37.63,54.0,1023.15,27.52
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:18:39,38.73,38.73,37.66,53.5,1023.23,27.62
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:19:39,38.8,38.8,37.55,53.5,1023.23,27.78
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:20:39,38.76,38.76,37.59,54.0,1023.25,27.69
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:21:39,38.58,38.58,37.47,53.5,1023.28,27.93
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:22:39,38.64,38.64,37.46,54.5,1023.29,27.5
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:23:40,38.58,38.58,37.49,53.5,1023.29,27.81
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:24:40,38.53,38.53,37.33,54.0,1023.34,27.68
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:25:40,38.62,38.62,37.44,54.0,1023.34,27.75
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:26:40,38.49,38.49,37.3,54.5,1023.44,28.36
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:27:41,38.51,38.51,37.31,53.5,1023.36,27.83
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:28:41,38.53,38.53,37.3,53.0,1023.41,28.19
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:29:41,38.43,38.43,37.31,53.5,1023.44,28.0
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:30:42,38.43,38.43,37.31,53.0,1023.41,28.09
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:31:42,38.45,38.45,37.29,54.0,1023.41,27.97
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:32:43,38.34,38.34,37.15,53.5,1023.51,28.02
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:33:44,38.34,38.34,37.22,53.5,1023.47,28.24
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:34:44,38.42,38.42,37.25,54.0,1023.48,28.01
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:35:44,38.49,38.49,37.28,55.0,1023.51,28.26
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:36:44,38.32,38.32,37.12,54.0,1023.55,27.97
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:37:45,38.45,38.45,37.25,54.0,1023.54,28.28
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:38:45,38.42,38.42,37.16,53.5,1023.47,28.08
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:39:45,38.49,38.49,37.25,54.0,1023.4,28.24
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:40:45,38.45,38.45,37.29,54.5,1023.48,27.81
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:41:46,38.21,38.21,37.1,54.0,1023.47,27.94
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:42:46,38.21,38.21,37.11,54.0,1023.47,28.29
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:43:46,38.29,38.29,37.12,53.5,1023.48,28.04
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:44:46,38.4,38.4,37.2,53.0,1023.46,27.71
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:45:47,38.27,38.27,37.08,54.0,1023.49,28.07
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:46:47,38.25,38.25,37.12,54.5,1023.55,28.15
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:47:47,38.29,38.29,37.15,53.5,1023.56,28.12
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:48:47,38.29,38.29,37.12,53.5,1023.62,29.15
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:49:48,38.32,38.32,37.18,53.5,1023.61,28.08
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:50:48,38.27,38.27,37.1,53.5,1023.61,27.67
2022-07-06_08:50:00,15,15,77,Überwiegend sonnig,15,2022-07-06_09:51:48,38.32,38.32,37.2,53.0,1023.59,27.94
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:52:48,38.38,38.38,37.17,53.0,1023.59,28.21
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:53:48,38.42,38.42,37.21,55.0,1023.56,28.39
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:54:49,38.45,38.45,37.15,53.0,1023.53,27.95
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:55:49,38.45,38.45,37.2,54.0,1023.5,27.82
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:56:49,38.49,38.49,37.3,54.5,1023.45,28.99
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:57:49,38.51,38.51,37.32,54.0,1023.39,29.43
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:58:50,38.54,38.54,37.37,53.5,1023.33,28.0
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_09:59:50,38.58,38.58,37.47,53.5,1023.33,27.96
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:00:50,38.42,38.42,37.28,53.5,1023.29,27.71
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:01:50,38.6,38.6,37.49,55.0,1023.25,27.39
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:02:51,38.69,38.69,37.45,53.5,1023.21,25.53
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:03:51,38.36,38.36,37.32,54.0,1023.27,27.77
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:04:51,38.73,38.73,37.51,53.0,1023.25,27.76
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:05:51,38.6,38.6,37.5,54.0,1023.29,27.78
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:06:52,38.42,38.42,37.29,54.0,1023.41,27.77
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:07:52,38.54,38.54,37.33,54.0,1023.45,28.0
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:08:53,38.49,38.49,37.37,53.5,1023.5,27.87
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:09:53,38.62,38.62,37.46,54.0,1023.57,27.83
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:10:53,38.65,38.65,37.41,54.0,1023.6,27.73
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:11:53,38.69,38.69,37.42,54.5,1023.64,27.78
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:12:53,38.54,38.54,37.27,54.5,1023.68,27.94
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:13:54,38.58,38.58,37.41,54.5,1023.71,28.57
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:14:54,38.54,38.54,37.39,54.0,1023.76,27.86
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:15:54,38.49,38.49,37.33,54.5,1023.75,27.84
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:16:54,38.43,38.43,37.29,53.5,1023.77,27.99
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:17:55,38.36,38.36,37.21,54.0,1023.78,28.01
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:18:55,38.45,38.45,37.25,54.0,1023.79,28.52
2022-07-06_09:20:00,16,16,72,Teilweise sonnig,17,2022-07-06_10:19:55,38.34,38.34,37.19,53.5,1023.8,28.36
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:20:55,38.32,38.32,37.24,53.5,1023.77,28.04
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:21:56,38.49,38.49,37.22,54.5,1023.77,27.95
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:22:56,38.45,38.45,37.25,53.5,1023.75,28.1
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:23:56,38.42,38.42,37.26,53.5,1023.8,27.38
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:24:56,38.51,38.51,37.3,54.0,1023.75,28.05
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:25:57,38.51,38.51,37.32,53.5,1023.71,28.19
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:26:57,38.31,38.31,37.25,54.0,1023.73,28.02
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:27:57,38.45,38.45,37.24,54.5,1023.68,28.16
2022-07-06_09:50:00,15,15,77,Meist bewölkt,17,2022-07-06_10:28:57,38.58,38.58,37.33,52.5,1023.71,28.01
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:29:58,38.38,38.38,37.22,53.5,1023.69,27.93
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:30:58,38.64,38.64,37.36,53.5,1023.64,27.69
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:31:58,38.49,38.49,37.37,54.0,1023.62,27.93
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:32:58,38.58,38.58,37.3,54.0,1023.59,28.66
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:33:59,38.42,38.42,37.29,54.0,1023.53,28.07
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:34:59,38.51,38.51,37.39,54.0,1023.45,27.81
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:35:59,38.71,38.71,37.51,53.5,1023.37,27.73
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:36:59,38.67,38.67,37.53,53.5,1023.34,27.74
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:37:59,38.56,38.56,37.47,53.0,1023.36,27.76
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:39:00,38.71,38.71,37.57,53.0,1023.35,27.53
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:40:00,38.8,38.8,37.62,54.0,1023.31,27.69
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:41:00,38.78,38.78,37.62,54.0,1023.32,27.55
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:42:00,38.76,38.76,37.56,53.0,1023.29,27.41
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:43:01,38.75,38.75,37.65,53.5,1023.29,27.55
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:44:01,39.11,39.11,37.84,54.0,1023.3,27.27
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:45:01,39.09,39.09,37.86,54.5,1023.31,27.34
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:46:01,39.02,39.02,37.93,53.5,1023.31,27.19
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:47:02,39.13,39.13,37.98,55.0,1023.32,27.26
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:48:02,39.31,39.31,38.08,55.0,1023.28,26.26
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:49:02,39.22,39.22,38.0,53.5,1023.34,27.43
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:50:02,39.24,39.24,38.08,54.5,1023.31,27.0
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:51:03,39.24,39.24,38.1,54.5,1023.36,26.92
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:52:03,39.37,39.37,38.12,54.5,1023.33,27.29
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:53:03,39.22,39.22,38.0,53.5,1023.33,27.43
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:54:03,39.24,39.24,38.09,55.0,1023.35,26.74
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:55:04,39.28,39.28,38.15,54.0,1023.36,27.16
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:56:04,39.33,39.33,38.19,54.5,1023.38,27.34
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:57:04,39.41,39.41,38.24,54.5,1023.43,27.12
2022-07-06_09:50:00,15,15,77,Regenschauer,17,2022-07-06_10:58:04,39.48,39.48,38.3,55.0,1023.41,27.27
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_10:59:04,39.46,39.46,38.28,55.0,1023.43,27.04
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:00:05,39.64,39.64,38.42,54.5,1023.43,26.94
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:01:05,39.77,39.77,38.55,55.0,1023.44,26.46
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:02:05,39.7,39.7,38.46,53.5,1023.44,26.71
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:03:05,39.46,39.46,38.39,55.0,1023.44,27.1
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:04:06,39.68,39.68,38.45,55.0,1023.45,26.97
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:05:06,39.66,39.66,38.39,55.5,1023.52,26.92
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:06:06,39.75,39.75,38.51,54.5,1023.52,26.9
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:07:06,39.66,39.66,38.56,54.5,1023.52,26.95
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:08:07,39.83,39.83,38.59,53.5,1023.53,26.87
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:09:07,39.66,39.66,38.44,56.0,1023.51,27.57
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:10:07,39.64,39.64,38.46,55.0,1023.5,26.64
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:11:07,39.61,39.61,38.49,55.0,1023.46,26.89
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:12:08,39.37,39.37,38.34,55.5,1023.51,27.13
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:13:08,39.35,39.35,38.15,54.0,1023.48,27.12
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:14:08,39.52,39.52,38.37,55.0,1023.5,27.15
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:15:08,39.46,39.46,38.31,54.5,1023.53,27.23
2022-07-06_10:20:00,13,13,94,Meist bewölkt,13,2022-07-06_11:16:09,39.42,39.42,38.24,55.0,1023.47,27.04
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:17:09,39.48,39.48,38.39,54.0,1023.48,25.44
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:18:09,39.63,39.63,38.42,55.5,1023.53,27.11
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:19:09,39.55,39.55,38.35,53.5,1023.54,27.56
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:20:10,39.39,39.39,38.29,54.5,1023.58,27.35
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:21:10,39.52,39.52,38.35,54.0,1023.49,26.5
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:22:10,39.48,39.48,38.3,54.0,1023.55,27.11
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:23:10,39.42,39.42,38.3,54.5,1023.5,27.09
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:24:10,39.42,39.42,38.36,55.0,1023.4,27.11
2022-07-06_10:20:00,13,13,94,Leichter Regen,13,2022-07-06_11:25:11,39.46,39.46,38.31,54.0,1023.41,28.57
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:26:11,39.5,39.5,38.35,55.0,1023.41,27.08
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:27:11,39.55,39.55,38.39,53.5,1023.39,27.17
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:28:11,39.63,39.63,38.38,55.5,1023.47,27.37
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:29:12,39.63,39.63,38.45,54.5,1023.49,27.27
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:30:12,39.48,39.48,38.36,54.5,1023.54,27.33
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:31:12,39.66,39.66,38.4,54.0,1023.53,28.09
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:32:12,39.68,39.68,38.51,54.0,1023.55,27.54
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:33:13,39.63,39.63,38.49,53.5,1023.54,27.32
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:34:13,39.72,39.72,38.53,55.0,1023.54,26.99
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:35:13,39.79,39.79,38.59,54.5,1023.47,26.88
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:36:13,39.72,39.72,38.53,54.0,1023.46,26.83
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:37:14,39.7,39.7,38.46,55.0,1023.47,27.19
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:38:14,39.74,39.74,38.51,54.5,1023.48,26.11
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:39:14,39.61,39.61,38.54,55.0,1023.52,27.24
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:40:14,39.74,39.74,38.54,54.5,1023.47,27.94
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:41:15,39.83,39.83,38.6,54.5,1023.44,27.12
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:42:15,39.79,39.79,38.61,54.0,1023.47,26.73
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:43:15,39.9,39.9,38.73,55.0,1023.45,27.01
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:44:15,39.99,39.99,38.86,55.0,1023.45,26.93
2022-07-06_10:50:00,14,14,94,Leichter Regen,9,2022-07-06_11:45:16,40.01,40.01,38.8,54.0,1023.45,27.03
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:46:16,40.08,40.08,38.81,53.5,1023.44,27.49
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:47:16,40.07,40.07,38.78,55.5,1023.48,26.79
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:48:16,39.96,39.96,38.74,56.0,1023.48,26.74
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:49:16,40.07,40.07,38.82,54.5,1023.45,26.86
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:50:17,40.03,40.03,38.81,55.0,1023.48,26.27
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:51:17,40.08,40.08,38.88,54.0,1023.44,26.75
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:52:17,40.01,40.01,38.92,55.0,1023.45,27.1
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:53:18,40.18,40.18,38.94,55.0,1023.51,26.92
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:54:18,40.18,40.18,38.9,55.5,1023.52,26.83
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:55:18,40.18,40.18,38.94,54.5,1023.45,26.87
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:56:18,40.16,40.16,38.96,54.0,1023.38,26.86
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:57:19,40.21,40.21,38.99,55.0,1023.31,26.61
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:58:19,40.29,40.29,39.08,55.5,1023.25,26.04
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_11:59:19,40.19,40.19,39.1,54.0,1023.24,26.43
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:00:19,40.34,40.34,39.16,55.0,1023.35,26.58
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:01:20,40.3,40.3,39.09,54.5,1023.44,26.5
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:02:20,40.3,40.3,39.12,54.5,1023.45,26.68
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:03:20,40.34,40.34,39.04,55.0,1023.47,26.85
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:04:20,40.32,40.32,39.06,55.0,1023.54,26.7
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:05:21,40.16,40.16,38.96,55.0,1023.58,26.65
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:06:21,40.1,40.1,38.86,55.0,1023.59,27.38
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:07:21,40.12,40.12,38.96,54.0,1023.6,26.69
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:08:21,40.14,40.14,38.88,54.5,1023.6,26.92
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:09:21,40.01,40.01,38.82,55.5,1023.64,26.89
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:10:22,39.96,39.96,38.85,55.0,1023.65,27.11
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:11:22,39.94,39.94,38.81,55.5,1023.66,27.16
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:12:22,39.94,39.94,38.74,55.0,1023.66,26.45
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:13:22,39.79,39.79,38.65,56.0,1023.7,27.23
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:14:22,39.88,39.88,38.65,55.5,1023.73,27.3
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:15:23,39.77,39.77,38.58,55.0,1023.73,27.29
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:16:23,39.83,39.83,38.5,55.5,1023.73,27.54
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:17:23,39.75,39.75,38.54,53.0,1023.74,27.77
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:18:23,39.74,39.74,38.56,54.0,1023.76,27.58
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:19:24,39.53,39.53,38.31,54.5,1023.8,27.66
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:20:24,39.42,39.42,38.36,54.0,1023.81,27.59
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:21:24,39.33,39.33,38.25,54.0,1023.86,28.09
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:22:24,39.3,39.3,38.13,54.0,1023.86,27.95
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:23:24,39.41,39.41,38.12,53.5,1023.85,27.92
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:24:25,39.22,39.22,38.04,54.0,1023.83,28.6
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:25:25,39.2,39.2,38.0,54.5,1023.83,27.64
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:26:25,39.13,39.13,37.98,55.0,1023.85,28.05
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:27:26,39.22,39.22,37.97,54.5,1023.88,28.15
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:28:26,39.24,39.24,38.06,54.5,1023.88,28.28
2022-07-06_11:20:00,15,15,82,Meist bewölkt,15,2022-07-06_12:29:26,39.13,39.13,38.01,55.0,1023.86,27.97
2022-07-06_11:50:00,15,15,88,Teilweise sonnig,11,2022-07-06_12:30:26,39.22,39.22,38.03,54.5,1023.82,28.46
